monster_external_id,section,sort_order,name_rusloc,name_engloc,kind,recharge_min,recharge_max,description_rusloc,description_engloc,attack_type,attack_bonus,reach_ft,range_ft,range_long_ft,save_ability,save_dc,feature_key
21402,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Крюкастый ужас совершает две атаки Крюком.,,,,,,,,,21402:actions:0
21402,actions,1,Крюк,Hook,attack,,,"Крюк . Бросок рукопашной атаки : +6 , досягаемость 10 фт. Попадание : 11 ( 2к6 + 4 ) Колющего урона. Если цель — существо Большого размера или меньше, крюкастый ужас перемещает цель к себе или от себя по прямой на 5 футов.",,melee,6,10,,,,,21402:actions:1
21403,traits,0,Восстановление дьявола,Diabolical Restoration,feature,,,"Восстановление дьявола . Когда дьявол умирает за пределами Девяти Преисподних, его тело превращается в сернистое облако и в тот же миг заново возрождается со всеми Хитами где-то в Девяти Преисподних.",,,,,,,,,21403:traits:0
21403,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Дьявол совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21403:traits:1
21403,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дьявол совершает три атаки Обжигающими вилами или Броском пламени в любой комбинации . Он может заменить одну из этих атак использованием Дьявольского хвоста .,,,,,,,,,21403:actions:0
21403,actions,1,Обжигающие вилы,Searing Fork,attack,,,"Обжигающие вилы . Бросок рукопашной атаки : +10 , досягаемость 10 фт. Попадание : 15 ( 2к8 + 6 ) Колющего урона плюс 9 ( 2к8 ) урона Огнём.",,melee,10,10,,,,,21403:actions:1
21403,actions,2,Бросок пламени,Hurl Flame,attack,,,"Бросок пламени . Бросок дальнобойной атаки : +8 , дистанция 150 фт. Попадание : 26 ( 5к8 + 4 ) урона Огнём. Если цель — воспламеняемый объект, который никто не носит и не несёт, она начинает гореть .",,ranged,8,,150,,,,21403:actions:2
21403,actions,3,Дьявольский хвост,Infernal Tail,save,,,"Дьявольский хвост . Спасбросок Ловкости : Сл 17, одно видимое дьяволом существо в 10 футах. Провал : 10 ( 1к8 + 6 ) Некротического урона, и цель получает дьявольскую рану. Пока цель ранена, она теряет 10 ( 3к6 ) Хитов в начале каждого своего хода. Рана закрывается спустя 1 минуту, после восстановления Хитов цели заклинанием или после того, как цель или существо в пределах 5 футов от неё действием перевяжет рану, совершив проверку Мудрости ( Медицина ) Сл 17.",,,,,,,DEXTERITY,17,21403:actions:3
21404,traits,0,Подводное дыхание,Water Breathing,feature,,,Подводное дыхание . Охотничья акула может дышать только под водой.,,,,,,,,,21404:traits:0
21404,actions,0,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +6 (с Преимуществом , если у цели неполные Хиты ) , досягаемость 5 фт. Попадание : 14 ( 3к6 + 4 ) Колющего урона.",,melee,6,5,,,,,21404:actions:0
21405,traits,0,Задержка дыхания,Hold Breath,feature,,,Задержка дыхания . Гидра может задержать дыхание на 1 час.,,,,,,,,,21405:traits:0
21405,traits,1,Многоголовость,Multiple Heads,feature,,,"Многоголовость . У гидры пять голов. Каждый раз, когда гидра получает за один ход 25 урона или больше, одна из её голов умирает. Гидра умирает, если все её головы мертвы. В конце каждого своего хода гидра отращивает по две новых головы за каждую голову, умершую с окончания её предыдущего хода, если с того момента гидра не получала урон Огнём и если хотя бы одна из её голов жива. Когда гидра отращивает новые головы, она восстанавливает 20 Хитов .",,,,,,,,,21405:traits:1
21405,traits,2,Реагирующие головы,Reactive Heads,feature,,,Реагирующие головы . Гидра получает по дополнительной Реакции за каждую живую голову после первой. Эти Реакции можно использовать только на совершение Провоцированных атак .,,,,,,,,,21405:traits:2
21405,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Гидра совершает столько атак Укусом, сколько голов у неё есть.",,,,,,,,,21405:actions:0
21405,actions,1,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +8 , досягаемость 10 фт. Попадание : 10 ( 1к10 + 5 ) Колющего урона.",,melee,8,10,,,,,21405:actions:1
21406,traits,0,Тактика стаи,Pack Tactics,feature,,,"Тактика стаи . Гиена совершает с Преимуществом броски атаки по существам, если его союзник , не имеющий состояния Недееспособный , находится в пределах 5 футов от цели.",,,,,,,,,21406:traits:0
21406,actions,0,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +2 , досягаемость 5 фт. Попадание : 3 ( 1к6 ) Колющего урона.",,melee,2,5,,,,,21406:actions:0
21407,traits,0,Восстановление дьявола,Diabolical Restoration,feature,,,"Восстановление дьявола . Когда дьявол умирает запределами Девяти Преисподних, его тело превращается всернистое облако и в тот же миг заново возрождается со всеми Хитами где-то в Девяти Преисподних.",,,,,,,,,21407:traits:0
21407,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Дьявол совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21407:traits:1
21407,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дьявол совершает три атаки Ледяным копьём . Он может заменить одну из этих атак на атаку Хвостом.,,,,,,,,,21407:actions:0
21407,actions,1,Ледяное копьё,Ice Spear,attack,,,"Ледяное копьё . Бросок рукопашной или дальнобойной атаки : +10 , досягаемость 5 фт. или дистанция 30/120 фт. Попадание : 14 ( 2к8 + 5 ) Колющего урона плюс 10 ( 3к6 ) урона Холодом. До конца своего следующего хода цель не может совершать Бонусные действия и Реакции , её Скорость снижается на 10 футов, и в свой ход она может либо переместиться, либо совершить одно действие , но не то и другое одновременно. Промах или попадание : Копьё магическим образом возвращается в руку дьявола сразу после совершения дальнобойной атаки.",,melee,10,5,30,120,,,21407:actions:1
21407,actions,2,Хвост,Tail,attack,,,"Хвост . Бросок рукопашной атаки : +10 , досягаемость 10 фт. Попадание : 15 ( 3к6 + 5 ) Дробящего урона плюс 18 ( 4к8 ) урона Холодом.",,melee,10,10,,,,,21407:actions:2
21407,actions,3,Ледяная стена,Ice Wall,feature,6,6,"Ледяная стена ( Перезарядка 6 ) . Дьявол сотворяет заклинание Ледяная стена (8-й круг), не нуждаясь в компонентах (заклинательная характеристика — Интеллект, Сл спасброска заклинаний 17).",,,,,,,,,21407:actions:3
21408,traits,0,Предсмертная вспышка,Death Burst,save,,,"Предсмертная вспышка . Когда мефит умирает, он взрывается. Спасбросок Телосложения : Сл 10, каждое существо в 5-футовой Эманации , исходящей от мефита. Провал : 5 ( 2к4 ) урона Холодом. Успех : Только половина урона.",,,,,,,CONSTITUTION,10,21408:traits:0
21408,actions,0,Коготь,Claw,attack,,,"Коготь . Бросок рукопашной атаки : +3 , досягаемость 5 фт. Попадание : 3 ( 1к4 + 1 ) Рубящего урона плюс 2 ( 1к4 ) урона Холодом.",,melee,3,5,,,,,21408:actions:0
21408,actions,1,Туманное облако,Fog Cloud,feature,,,"Туманное облако (1/день) . Мефит сотворяет заклинание Туманное облако , не нуждаясь в компонентах и используя Харизму как заклинательную характеристику.",,,,,,,,,21408:actions:1
21408,actions,2,Ледяное дыхание,Frost Breath,save,6,6,"Ледяное дыхание ( Перезарядка 6 ) . Спасбросок Телосложения : Сл 10, каждое существо в 15-футовом Конусе . Провал : 7 ( 3к4 ) урона Холодом. Успех : Только половина урона.",,,,,,,CONSTITUTION,10,21408:actions:2
21409,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Бес совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21409:traits:0
21409,actions,0,Жало,Sting,attack,,,"Жало . Бросок рукопашной атаки : +5 , досягаемость 5 фт. Попадание : 6 ( 1к6 + 3 ) Колющего урона + 7 ( 2к6 ) урона Ядом.",,melee,5,5,,,,,21409:actions:0
21409,actions,1,Невидимость,Invisibility,feature,,,"Невидимость . Бес сотворяет заклинание Невидимость на себя, не нуждаясь в компонентах (заклинательная характеристика — Харизма).",,,,,,,,,21409:actions:1
21409,actions,2,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Бес перевоплощается , либо принимая облик крысы ( Скорость 20 фт.), ворона (Скорость 20 фт., Полёта 60 фт.) или паука (Скорость 20 фт., Лазания 20 фт.), либо возвращаясь к своему истинному облику. Его статистика в каждом облике одинакова, за исключением Скорости . Всё снаряжение, которое он носит или несёт, не превращается.",,,,,,,,,21409:actions:2
21410,traits,0,Облик суккуба,Succubus Form,feature,,,"Облик суккуба . Когда инкуб завершает Долгий отдых , он может перевоплотиться в Суккуба , используя соответствующий блок статистики вместо своего. Снаряжение, которое он носит или несёт, не превращается.",,,,,,,,,21410:traits:0
21410,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Инкуб совершает две атаки Истощающим касанием .,,,,,,,,,21410:actions:0
21410,actions,1,Истощающее касание,Restless Touch,attack,,,"Истощающее касание . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 15 ( 3к6 + 5 ) Психического урона, и цель проклята на 24 часа или пока инкуб не умрёт. Пока проклятие действует, цель не может получать преимущества Короткого отдыха .",,melee,7,5,,,,,21410:actions:1
21410,actions,2,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Инкуб сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Харизма, Сл спасброска заклинаний 15): Неограниченно : Маскировка , Эфирность 1/день каждое : Гипнотический узор , Грёзы",,,,,,,,,21410:actions:2
21410,bonus_actions,0,Кошмар,Nightmare,save,6,6,"Кошмар ( Перезарядка 6 ) . Спасбросок Мудрости : Сл 15, одно существо, видимое инкубом в пределах 60 футов. Провал : Если у цели 20 Хитов или меньше, она получает состояние Бессознательный на 1 час, пока не получит урон, или пока существо в пределах 5 футов от неё действием не разбудит цель. В противном случае она получает 18 ( 4к8 ) Психического урона.",,,,,,,WISDOM,15,21410:bonus_actions:0
21411,traits,0,Обнаружение интеллекта,Detect Intelligence,feature,,,Обнаружение интеллекта . Пожиратель интеллекта магическим образом ощущает присутствие любого существа со значением Интеллекта 3 и выше в пределах 300 футов от себя независимо от преград.,,,,,,,,,21411:traits:0
21411,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Пожиратель интеллекта совершает одну атаку Когтями и использует Пожирание интеллекта .,,,,,,,,,21411:actions:0
21411,actions,1,Когти,Claw,attack,,,"Когти . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 7 ( 2к4 + 2 ) Рубящего урона.",,melee,4,5,,,,,21411:actions:1
21411,actions,2,Пожирание интеллекта,Devour Intellect,save,,,"Пожирание интеллекта . Спасбросок Интеллекта : Сл 12, одно видимое пожирателем интеллекта существо в пределах 5 футов. Провал : 11 ( 2к10 ) Психического урона, и цель получает состояние Ошеломлённый до конца следующего хода пожирателя интеллекта.",,,,,,,INTELLIGENCE,12,21411:actions:2
21411,actions,3,Кража тела,Steal Body,save,,,"Кража тела . Спасбросок Интеллекта : Сл 12, один Недееспособный Гуманоид или Зверь Маленького или Среднего размера с Хитами 10 или ниже в 5 футах. Провал : Пожиратель интеллекта поглощает мозг цели, телепортируется в её череп и захватывает контроль над телом. Находясь там, пожиратель интеллекта имеет Полное укрытие от атак и других эффектов, исходящих снаружи носителя. Пожиратель интеллекта сохраняет свои значения Интеллекта, Мудрости и Харизмы, а также знание Глубинной речи, телепатию и особенность Обнаружение интеллекта . Вся остальная статистика берётся у цели. Он знает всё, что знало существо, включая заклинания и языки. Если тело носителя умирает, пожиратель интеллекта должен покинуть его. Пожиратель интеллекта также изгоняется, если цель восстанавливает поглощённый мозг заклинанием Желание . Потратив 5 футов перемещения, пожиратель интеллекта может добровольно покинуть тело, телепортируясь в ближайшее свободное пространство в пределах 5 футов. После этого тело умирает, если его мозг не восстановится до конца следующего хода пожирателя интеллекта .",,,,,,,INTELLIGENCE,12,21411:actions:3
21412,traits,0,Воздушное тело,Air Form,feature,,,"Воздушное тело . Охотник может входить в пространство враждебных существ и останавливаться там. Он может проходить через пространство шириной всего 1 дюйм, не тратя на это дополнительное перемещение.",,,,,,,,,21412:traits:0
21412,traits,1,Невидимость,Invisibility,feature,,,Невидимость . Охотник Невидим .,,,,,,,,,21412:traits:1
21412,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Охотник совершает три атаки Порывом ветра . Он может заменить одну из этих атак использованием Вихря .,,,,,,,,,21412:actions:0
21412,actions,1,Порыв ветра,Wind Swipe,attack,,,"Порыв ветра . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 11 ( 2к6 + 4 ) Силового урона.",,melee,7,5,,,,,21412:actions:1
21412,actions,2,Вихрь,Vortex,save,,,"Вихрь . Спасбросок Телосложения : Сл 14, одно существо Большого размером или меньше в пространстве охотника. Провал : 7 ( 1к8 + 3 ) урона Звуком, и цель становится Схваченной (Сл высвобождения от захвата 13). Пока цель Схвачена, она не может творить заклинания с Вербальным компонентом и получает 7 ( 2к6 ) урона Звуком в начале каждого хода охотника.",,,,,,,CONSTITUTION,14,21412:actions:2
21413,traits,0,Поглощение огня,Fire Absorption,feature,,,"Поглощение огня . Каждый раз, когда голем должен получить урон Огнём, он не получает урон и вместо этого восстанавливает Хиты в количестве, равном наносимому урону Огнём.",,,,,,,,,21413:traits:0
21413,traits,1,Неизменяемая форма,Immutable Form,feature,,,Неизменяемая форма . Железный голем не может перевоплощаться и быть перевоплощён,,,,,,,,,21413:traits:1
21413,traits,2,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Железный голем совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21413:traits:2
21413,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Голем совершает две атаки Рукой-лезвием или Огненным снарядом в любой комбинации .,,,,,,,,,21413:actions:0
21413,actions,1,Рука-лезвие,Bladed Arm,attack,,,"Рука-лезвие . Бросок рукопашной атаки : +12 , досягаемость 10 фт. Попадание : 20 ( 3к8 + 7 ) Рубящего урона плюс 10 ( 3к6 ) урона Огнём.",,melee,12,10,,,,,21413:actions:1
21413,actions,2,Огненный снаряд,Fiery Bolt,attack,,,"Огненный снаряд . Бросок дальнобойной атаки : +10 , дистанция 120 фт. Попадание : 36 ( 8к8 ) урона Огнём.",,ranged,10,,120,,,,21413:actions:2
21413,actions,3,Ядовитое дыхание,Poison Breath,save,6,6,"Ядовитое дыхание ( Перезарядка 6 ) . Спасбросок Телосложения : Сл 18, каждое существо в 60-футовом Конусе . Провал : 55 ( 10к10 ) урона Ядом. Успех : Только половина урона.",,,,,,,CONSTITUTION,18,21413:actions:3
21414,actions,0,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +1 , досягаемость 5 фт. Попадание : 1 ( 1к4 - 1 ) Колющего урона.",,melee,1,5,,,,,21414:actions:0
21415,traits,0,Тактика стаи,Pack Tactics,feature,,,"Тактика стаи . Шакальник совершает с Преимуществом броски атаки по существу, если его союзник , не имеющий состояния Недееспособный , находится в пределах 5 футов от этого существа.",,,,,,,,,21415:traits:0
21415,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Шакальник совершает две атаки Раздиранием или Ударом.,,,,,,,,,21415:actions:0
21415,actions,1,Раздирание,Rend,attack,,,"Раздирание (только в форме шакала или в гибридной форме) . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 5 ( 1к6 + 2 ) Колющего урона.",,melee,4,5,,,,,21415:actions:1
21415,actions,2,Удар,Slam,attack,,,"Удар (только в гуманоидной или гибридной форме) . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 4 ( 1к4 + 2 ) Дробящего урона.",,melee,4,5,,,,,21415:actions:2
21415,actions,3,Усыпляющий взгляд,Sleep Gaze,save,5,6,"Усыпляющий взгляд ( Перезарядка 5–6 ) . Спасбросок Мудрости : Сл 10, одно видимое шакальником существо в 30 футах (Конструкты и Нежить преуспевают автоматически). Провал : Цель становится Бессознательной на 10 минут или до тех пор, пока не получит урон или пока существо в пределах 5 футов от неё действием не разбудит её. Успех : Цель получает иммунитет к Усыпляющему взгляду этого шакальника на 24 часа.",,,,,,,WISDOM,10,21415:actions:3
21415,bonus_actions,0,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Шакальник либо перевоплощается в гибрид шакала и гуманоида Среднего размера или гуманоида Среднего размера , либо возвращается в истинную форму шакала Маленького размера . Его статистика, кроме размера, не меняется в зависимости от формы. Снаряжение, которое он носит или несёт, не трансформируется.",,,,,,,,,21415:bonus_actions:0
21416,traits,0,Живая тень,Living Shadow,feature,,,"Живая тень . Находясь в области Тусклого света или Темноты , дракон обладает Сопротивлением ко всему урону, кроме Силового, Психического и урона Излучением.",,,,,,,,,21416:traits:0
21416,traits,1,Чувствительность к солнечному свету,Sunlight Sensitivity,feature,,,"Чувствительность к солнечному свету . Находясь на солнечном свету, дракон совершает с Помехой все проверки характеристик и броски атаки .",,,,,,,,,21416:traits:1
21416,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дракон совершает две атаки Раздиранием .,,,,,,,,,21416:actions:0
21416,actions,1,Раздирание,Rend,attack,,,"Раздирание . Бросок рукопашной атаки : +5 , досягаемость 10 фт. Попадание : 7 ( 1к8 + 3 ) Рубящего урона плюс 3 ( 1к6 ) Некротического урона.",,melee,5,10,,,,,21416:actions:1
21416,actions,2,Теневое дыхание,Shadow Breath,save,5,6,"Теневое дыхание ( Перезарядка 5–6 ) . Спасбросок Ловкости : Сл 13, каждое существо в 30-футовом Конусе . Провал : 17 ( 5к6 ) Некротического урона. Успех : Только половина урона. Провал или успех : Если этот урон опускает Хиты Гуманоида до 0, он умирает, а из его трупа восстаёт Тень . Тень подчиняется дракону, имеет то же значение Инициативы , что и дракон, и ходит сразу после него.",,,,,,,DEXTERITY,13,21416:actions:2
21416,bonus_actions,0,Скрытность в тени,Shadow Stealth,feature,,,"Скрытность в тени . Дракон совершает действие Затаивание , если находится в области Тусклого света или Темноты .",,,,,,,,,21416:bonus_actions:0
21417,traits,0,Подражание звукам,Mimicry,feature,,,"Подражание звукам . Кенку может имитировать услышанные им звуки, включая голоса. Слушатель может распознать подделку, успешно пройдя проверку Мудрости ( Проницательность ) Сл 14.",,,,,,,,,21417:traits:0
21417,actions,0,Теневой клинок,Shadow Blade,attack,,,"Теневой клинок . Бросок рукопашной или дальнобойной атаки : +5 , досягаемость 5 фт. или дистанция 60 фт. Попадание : 6 ( 1к6 + 3 ) Некротического урона. Промах или попадание : Клинок магическим образом возвращается в руку кенку сразу после дальнобойной атаки.",,melee,5,5,60,,,,21417:actions:0
21417,bonus_actions,0,Мистический фонарь,Eldritch Lantern,feature,4,6,"Мистический фонарь ( Перезарядка 4–6 ) . Кенку сотворяет Огонь фей , используя Интеллект как заклинательную характеристику (Сл спасброска заклинаний 10).",,,,,,,,,21417:bonus_actions:0
21418,traits,0,Задержка дыхания,Hold Breath,feature,,,Задержка дыхания . Косатка может задержать дыхание на 30 минут.,,,,,,,,,21418:traits:0
21418,actions,0,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +6 , досягаемость 5 фт. Попадание : 21 ( 5к6 + 4 ) Колющего урона.",,melee,6,5,,,,,21418:actions:0
21419,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Рыцарь совершает две атаки Двуручным мечом или Тяжёлым арбалетом в любой комбинации .,,,,,,,,,21419:actions:0
21419,actions,1,Двуручный меч,Greatsword,attack,,,"Двуручный меч . Бросок рукопашной атаки : +5 , досягаемость 5 фт. Попадание : 10 ( 2к6 + 3 ) Рубящего урона плюс 4 ( 1к8 ) урона Излучением.",,melee,5,5,,,,,21419:actions:1
21419,actions,2,Тяжёлый арбалет,Heavy Crossbow,attack,,,"Тяжёлый арбалет . Бросок дальнобойной атаки : +2 , дистанция 100/400 фт. Попадание : 11 ( 2к10 ) Колющего урона плюс 4 ( 1к8 ) урона Излучением.",,ranged,2,,100,400,,,21419:actions:2
21419,reactions,0,,,feature,,,"Парирование . Условие : По рыцарю попали броском рукопашной атакой, пока он держит оружие. Эффект : Рыцарь получает бонус +2 к КЗ против этой атаки, что может привести к её промаху.",,,,,,,,,21419:reactions:0
21420,traits,0,Тактика стаи,Pack Tactics,feature,,,"Тактика стаи . Кобольд совершает с Преимуществом броски атаки по существам, если его союзник , не имеющий состояния Недееспособный , находится в пределах 5 футов от цели.",,,,,,,,,21420:traits:0
21420,traits,1,Чувствительность к солнечному свету,Sunlight Sensitivity,feature,,,"Чувствительность к солнечному свету . Находясь на солнечном свету, кобольд совершает с Помехой все проверки характеристик и броски атак .",,,,,,,,,21420:traits:1
21420,actions,0,Кинжал,Dagger,attack,,,"Кинжал . Бросок рукопашной или дальнобойной атаки : +4 , досягаемость 5 фт. или дистанция 20/60 фт. Попадание : 4 ( 1к4 + 2 ) Колющего урона.",,melee,4,5,20,60,,,21420:actions:0
21421,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Кракен может дышать как воздухом, так и под водой.",,,,,,,,,21421:traits:0
21421,traits,1,Легендарное сопротивление,Legendary Resistance,feature,,,"Легендарное сопротивление (4/день, или 5/день в Логове) . Если кракен проваливает спасбросок, он вместо этого может в нём преуспеть.",,,,,,,,,21421:traits:1
21421,traits,2,Осадное чудовище,Siege Monster,feature,,,Осадное чудовище . Кракен наносит двойной урон объектам и постройкам.,,,,,,,,,21421:traits:2
21421,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Кракен совершает две атаки Щупальцем и использует Бросок , Удар молнии или Проглатывание .",,,,,,,,,21421:actions:0
21421,actions,1,Щупальце,Tentacle,attack,,,"Щупальце . Бросок рукопашной атаки : +17 , досягаемость 30 фт. Попадание : 24 ( 4к6 + 10 ) Дробящего урона, и цель Схвачена (Сл освобождения от захвата 20) одним из десяти щупалец; пока цель Схвачена, она также Опутана .",,melee,17,30,,,,,21421:actions:1
21421,actions,2,Бросок,Fling,save,,,"Бросок . Кракен швыряет Схваченное им существо Большого размера или меньше в видимое им пространство (не находящееся в воздухе) в пределах 60 футов от него. Спасбросок Ловкости : Сл 25, брошенное существо и каждое существо в точке назначения. Провал : 18 ( 4к8 ) Дробящего урона, и цель Опрокидывается . Успех : Только половина урона.",,,,,,,DEXTERITY,25,21421:actions:2
21421,actions,3,Удар молнии,Lightning Strike,save,,,"Удар молнии . Спасбросок Ловкости : Сл 23, одно видимое кракеном существо в 120 футах. Провал : 33 ( 6к10 ) урона Электричеством. Успех : Только половина урона.",,,,,,,DEXTERITY,23,21421:actions:3
21421,actions,4,Проглатывание,Swallow,save,,,"Проглатывание . Спасбросок Ловкости : Сл 25, одно Схваченное кракеном существо (кракен может держать проглоченными до четырёх существ одновременно). Провал : 23 ( 3к8 + 10 ) Колющего урона. Если цель Большого размера или меньше, она становится проглоченной кракеном, а состояние Схваченный оканчивается. Проглоченное существо Опутано и имеет Полное укрытие от атак и прочих эффектов, исходящих снаружи кракена; кроме того, оно получает 24 ( 7к6 ) урона Кислотой в начале каждого хода кракена. Если кракен получает за один ход не менее 50 урона от проглоченного существа, в конце этого хода он должен совершить спасбросок Телосложения Сл 25; при провале он отрыгнёт всех проглоченных существ, которые падают Опрокинутыми в пространстве в пределах 10 футов от кракена. Если кракен умирает, проглоченное существо теряет состояние Опутанный и может освободиться из трупа, потратив 15 футов перемещения и оказываясь на выходе Опрокинутым.",,,,,,,DEXTERITY,25,21421:actions:4
21421,legendary_actions,0,Грозовой разряд,Storm Bolt,feature,,,Грозовой разряд . Кракен использует Удар молнии .,,,,,,,,,21421:legendary_actions:0
21421,legendary_actions,1,Токсичные чернила,Toxic Ink,save,,,"Токсичные чернила . Спасбросок Телосложения : Сл 23, каждое существо в 15-футовой Эманации , исходящей от кракена, пока он находится под водой. Провал : Цель Ослеплена и Отравлена до конца следующего хода кракена. Затем кракен может переместиться на расстояние вплоть до значения его Скорости . Провал или успех : Кракен не может совершить это действие повторно до начала своего следующего хода.",,,,,,,CONSTITUTION,23,21421:legendary_actions:1
21422,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Куо-тоа может дышать как воздухом, так и под водой.",,,,,,,,,21422:traits:0
21422,traits,1,Чувствительность к солнечному свету,Sunlight Sensitivity,feature,,,"Чувствительность к солнечному свету . Находясь на солнечном свету, Верховный жрец Куо-тоа совершает с Помехой все проверки характеристик и броски атаки .",,,,,,,,,21422:traits:1
21422,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Куо-тоа совершает три атаки Странным скипетром .,,,,,,,,,21422:actions:0
21422,actions,1,Странный скипетр,Strange Scepter,attack,,,"Странный скипетр . Бросок рукопашной или дальнобойной атаки : +6 , досягаемость 5 фт. или дистанция 120 фт. Попадание : 20 ( 5к6 + 3 ) урона Электричеством.",,melee,6,5,120,,,,21422:actions:1
21422,actions,2,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Куо-тоа сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 14): Неограниченно : Обнаружение магии , Чудотворство 1/день каждое : Наблюдение , Предсказание , Разрушительная волна , Удержание монстра ( версия 6-го уровня ), Языки",,,,,,,,,21422:actions:2
21422,bonus_actions,0,Щит веры,Shield of Faith,feature,,,"Щит веры (2/день) . Куо-тоа сотворяет Щит веры (заклинательная характеристика — та же, что для Сотворения заклинаний ).",,,,,,,,,21422:bonus_actions:0
21423,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Куо-тоа может дышать как воздухом, так и под водой.",,,,,,,,,21423:traits:0
21423,traits,1,Чувствительность к солнечному свету,Sunlight Sensitivity,feature,,,"Чувствительность к солнечному свету . Находясь на солнечном свету, Куо-тоа надзиратель совершает с Помехой все проверки характеристик и броски атаки .",,,,,,,,,21423:traits:1
21423,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Куо-тоа совершает две атаки Костяным кнутом .,,,,,,,,,21423:actions:0
21423,actions,1,Костяной кнут,Bone Whip,attack,,,"Костяной кнут . Бросок рукопашной атаки : +5 , досягаемость 10 фт. Попадание : 6 ( 1к6 + 3 ) Рубящего урона плюс 7 ( 2к6 ) урона Электричеством, и цель не может совершать Провоцированные атаки до начала следующего хода куо-тоа.",,melee,5,10,,,,,21423:actions:1
21424,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Куо-тоа кнут может дышать как воздухом, так и под водой.",,,,,,,,,21424:traits:0
21424,traits,1,Чувствительность к солнечному свету,Sunlight Sensitivity,feature,,,"Чувствительность к солнечному свету . Находясь на солнечном свету, Куо-тоа кнут совершает с Помехой все проверки характеристик и броски атаки .",,,,,,,,,21424:traits:1
21424,actions,0,Клешнепосох,Pincer Staff,attack,,,"Клешнепосох . Бросок рукопашной атаки : +4 , досягаемость 10 фт. Попадание : 9 ( 2к6 + 2 ) Колющего урона. Если цель — существо Среднего размера или меньше, она Схвачена (Сл освобождения от захвата 12). Пока длится захват, куо-тоа не может совершать атаки Клешнепосохом.",,melee,4,10,,,,,21424:actions:0
21424,actions,1,Призыв Комка слизи,Conjure Slimy Glob,attack,,,"Призыв Комка слизи . Бросок дальнобойной атаки : +4 , дистанция 60 фт. Попадание : 9 ( 3к4 + 2 ) урона Кислотой.",,ranged,4,,60,,,,21424:actions:1
21424,bonus_actions,0,Щит веры,Shield of Faith,feature,,,Щит веры (2/день) . Куо-тоа сотворяет Щит веры (заклинательная характеристика — Мудрость).,,,,,,,,,21424:bonus_actions:0
21425,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Куо-тоа может дышать как воздухом, так и под водой.",,,,,,,,,21425:traits:0
21425,traits,1,Чувствительность к солнечному свету,Sunlight Sensitivity,feature,,,"Чувствительность к солнечному свету . Находясь на солнечном свету, Куо-тоа совершает с Помехой все проверки характеристик и броски атаки .",,,,,,,,,21425:traits:1
