source_external_id,slug,name_rusloc,name_engloc,alignment_code,size,size_secondary,is_swarm,swarm_size,armor_class,armor_class_text,initiative_bonus,initiative_score,hp_average,hp_dice_count,hp_dice_sides,hp_dice_modifier,hp_formula,str_score,dex_score,con_score,int_score,wis_score,cha_score,passive_perception,telepathy_ft,cr_rating,cr_value,xp_base,xp_lair,proficiency_bonus,legendary_uses_base,legendary_uses_lair,legendary_text,lore_text,campaign_id,homebrew_id
21405,hydra,Гидра,Hydra,unaligned,HUGE,,false,,15,,4,14,184,16,12,80,16к12+80,20,12,20,2,10,7,16,,8,8,3900,,3,,,,,,
21406,hyena,Гиена,Hyena,unaligned,MEDIUM,,false,,11,,1,11,5,1,8,1,1к8+1,11,13,12,2,12,5,13,,0,0,10,,2,,,,,,
21407,ice-devil,Ледяной дьявол (Гелюгон),Ice Devil,lawful_evil,LARGE,,false,,18,,7,17,228,24,10,96,24к10+96,21,14,18,18,15,18,17,120,14,14,11500,,5,,,,,,
21408,ice-mephit,Ледяной мефит,Ice Mephit,neutral_evil,SMALL,,false,,11,,1,11,21,6,6,0,6к6,7,13,10,9,11,12,12,,1/2,0.5,100,,2,,,,,,
21409,imp,Бес,Imp,lawful_evil,TINY,,false,,13,,3,13,21,6,4,6,6к4+6,6,17,13,11,12,14,11,,1,1,200,,2,,,,,,
21410,incubus,Инкуб,Incubus,neutral_evil,MEDIUM,,false,,15,,3,13,66,12,8,12,12к8+12,8,17,13,15,12,20,15,60,4,4,1100,,2,,,,,,
21411,intellect-devourer,Пожиратель интеллекта,Intellect Devourer,lawful_evil,TINY,,false,,12,,2,12,28,8,4,8,8к4+8,6,14,13,14,11,10,12,60,2,2,450,,2,,,,,,
21412,invisible-stalker,Невидимый охотник,Invisible Stalker,neutral,LARGE,,false,,14,,7,17,97,13,10,26,13к10+26,16,19,14,10,15,11,18,,6,6,2300,,3,,,,,,
21413,iron-golem,Железный голем,Iron Golem,unaligned,LARGE,,false,,20,,9,19,252,24,10,120,24к10+120,24,9,20,3,11,1,10,,16,16,15000,,5,,,,,,
21414,jackal,Шакал,Jackal,unaligned,SMALL,,false,,12,,2,12,3,1,6,0,1к6,8,15,11,3,12,6,15,,0,0,10,,2,,,,,,
21415,jackalwere,Шакальник,Jackalwere,chaotic_evil,SMALL,,false,,12,,2,12,18,4,6,4,4к6+4,11,15,12,13,11,10,14,,1/2,0.5,100,,2,,,,,,
21416,juvenile-shadow-dragon,Юный теневой дракон,Juvenile Shadow Dragon,chaotic_evil,MEDIUM,,false,,15,,4,14,45,6,8,18,6к8+18,17,14,17,12,11,15,14,,4,4,1100,,2,,,,,,
21417,kenku,Кенку,Kenku,neutral,MEDIUM,,false,,13,,3,13,13,3,8,0,3к8,10,16,10,11,10,10,12,,1/4,0.25,50,,2,,,,,,
21418,killer-whale,Косатка,Killer Whale,unaligned,HUGE,,false,,12,,2,12,90,12,12,12,12к12+12,19,14,13,3,12,7,13,,3,3,700,,2,,,,,,
21419,knight,Рыцарь,Knight,neutral,MEDIUM,SMALL,false,,18,,0,10,52,8,8,16,8к8+16,16,11,14,11,11,15,10,,3,3,700,,2,,,,,,
21420,kobold-warrior,Кобольд-воитель,Kobold Warrior,neutral,SMALL,,false,,14,,2,12,7,3,6,-3,3к6-3,7,15,9,8,7,8,8,,1/8,0.125,25,,2,,,,,,
21421,kraken,Кракен,Kraken,chaotic_evil,GARGANTUAN,,false,,18,,14,24,481,26,20,208,26к20+208,30,11,26,22,18,20,21,120,23,23,50000,62000,7,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21422,kuo-toa-archpriest,Верховный жрец Куо-тоа,Kuo-toa Archpriest,neutral_evil,MEDIUM,,false,,13,,2,12,105,14,8,42,14к8+42,16,14,16,13,16,14,19,,6,6,2300,,3,,,,,,
21423,kuo-toa-monitor,Куо-тоа надзиратель,Kuo-toa Monitor,neutral_evil,MEDIUM,,false,,13,,0,10,65,10,8,20,10к8+20,16,10,14,12,14,11,16,,3,3,700,,2,,,,,,
21424,kuo-toa-whip,Куо-тоа кнут,Kuo-toa Whip,neutral_evil,MEDIUM,,false,,11,,0,10,45,7,8,14,7к8+14,14,10,14,12,14,11,16,,1,1,200,,2,,,,,,
21425,kuo-toa,Куо-тоа,Kuo-toa,neutral_evil,MEDIUM,,false,,13,,0,10,18,4,8,0,4к8,13,10,11,11,10,8,14,,1/4,0.25,50,,2,,,,,,
21426,lacedon-ghoul,Водяной упырь (ласедон),Lacedon Ghoul,chaotic_evil,MEDIUM,,false,,12,,2,12,22,5,8,0,5к8,13,15,10,7,10,6,10,,1,1,200,,2,,,,,,
21427,lamia,Ламия,Lamia,chaotic_evil,LARGE,,false,,13,,1,11,97,13,10,26,13к10+26,16,13,15,14,15,16,12,,4,4,1100,,2,,,,,,
21428,larva,Ларва,Larva,neutral_evil,MEDIUM,,false,,9,,-1,9,9,2,8,0,2к8,9,9,10,6,10,2,10,,0,0,10,,2,,,,,,
21429,lemure,Лемур,Lemure,lawful_evil,MEDIUM,,false,,9,,-3,7,9,2,8,0,2к8,10,5,11,1,11,3,10,,0,0,10,,2,,,,,,
21430,lich,Лич,Lich,neutral_evil,MEDIUM,,false,,20,,17,27,315,42,8,126,42к8+126,11,16,16,21,14,16,19,,21,21,33000,41000,7,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21431,lion,Лев,Lion,unaligned,LARGE,,false,,12,,2,12,22,4,10,0,4к10,17,15,11,3,12,8,13,,1,1,200,,2,,,,,,
21432,lizard,Ящерица,Lizard,unaligned,TINY,,false,,10,,0,10,2,1,4,0,1к4,2,11,10,1,8,3,9,,0,0,10,,2,,,,,,
21433,lizardfolk-geomancer,Людоящер-геомант,Lizardfolk Geomancer,neutral,MEDIUM,,false,,13,,0,10,33,6,8,6,6к8+6,15,10,13,10,15,8,14,,2,2,450,,2,,,,,,
21434,lizardfolk-sovereign,Верховный людоящер,Lizardfolk Sovereign,neutral,MEDIUM,,false,,15,,1,11,78,12,8,24,12к8+24,17,12,15,11,11,15,14,,4,4,1100,,2,,,,,,
21435,mage-apprentice,Ученик мага,Mage Apprentice,neutral,MEDIUM,SMALL,false,,15,,2,12,49,9,8,9,9к8+9,8,14,12,16,13,10,13,,2,2,450,,2,,,,,,
21436,mage,Маг,Mage,neutral,MEDIUM,SMALL,false,,15,,2,12,81,18,8,0,18к8,9,14,11,17,12,11,14,,6,6,2300,,3,,,,,,
21437,magma-mephit,Магмовый мефит,Magma Mephit,neutral_evil,SMALL,,false,,11,,1,11,18,4,6,4,4к6+4,8,12,12,7,10,10,10,,1/2,0.5,100,,2,,,,,,
21438,magmin,Магмин,Magmin,chaotic_neutral,SMALL,,false,,14,,2,12,13,3,6,3,3к6+3,7,15,12,8,11,10,10,,1/2,0.5,100,,2,,,,,,
21439,mammoth,Мамонт,Mammoth,unaligned,HUGE,,false,,13,,2,12,126,11,12,55,11к12+55,24,9,21,3,11,6,10,,6,6,2300,,3,,,,,,
21440,manes-vaporspawn,Ман дитя отчаяния,Manes Vaporspawn,chaotic_evil,MEDIUM,,false,,13,,1,11,19,3,8,6,3к8+6,14,12,15,5,8,3,9,,1,1,200,,2,,,,,,
21441,manes,Ман,Manes,chaotic_evil,SMALL,,false,,9,,-1,9,9,2,6,2,2к6+2,10,9,13,3,8,4,9,,1/8,0.125,25,,2,,,,,,
21442,manticore,Мантикора,Manticore,lawful_evil,LARGE,,false,,14,,3,13,68,8,10,24,8к10+24,17,16,17,7,12,8,11,,3,3,700,,2,,,,,,
21443,marid,Марид,Marid,chaotic_neutral,LARGE,,false,,17,,5,15,229,17,10,136,17к10+136,22,12,26,18,17,18,13,,11,11,7200,,4,,,,,,
21444,marilith,Марилит,Marilith,chaotic_evil,LARGE,,false,,16,,10,20,220,21,10,105,21к10+105,18,20,20,18,16,20,18,120,16,16,15000,,5,,,,,,
21445,mastiff,Мастиф,Mastiff,unaligned,MEDIUM,,false,,12,,2,12,5,1,8,1,1к8+1,13,14,12,3,12,7,15,,1/8,0.125,25,,2,,,,,,
21446,medusa,Медуза,Medusa,lawful_evil,MEDIUM,,false,,15,,6,16,127,17,8,51,17к8+51,10,17,16,12,13,15,14,,6,6,2300,,3,,,,,,
21447,merfolk-skirmisher,Мерфолк застрельщик,Merfolk Skirmisher,neutral,MEDIUM,,false,,11,,1,11,11,2,8,2,2к8+2,10,13,12,11,14,12,12,,1/8,0.125,25,,2,,,,,,
21448,merfolk-wavebender,Мерфолк ваятель волн,Merfolk Wavebender,neutral,MEDIUM,,false,,14,,4,14,97,15,8,30,15к8+30,10,18,14,13,19,15,17,,6,6,2300,,3,,,,,,
21449,merrow,Мерроу,Merrow,chaotic_evil,LARGE,,false,,13,,2,12,45,6,10,12,6к10+12,18,15,15,8,10,9,10,,2,2,450,,2,,,,,,
21450,mezzoloth,Меззолот,Mezzoloth,neutral_evil,MEDIUM,,false,,18,,3,13,75,10,8,30,10к8+30,18,11,16,7,14,10,15,60,5,5,1800,,3,,,,,,
21451,mimic,Мимик,Mimic,neutral,MEDIUM,,false,,12,,3,13,58,9,8,18,9к8+18,17,12,15,5,13,8,11,,2,2,450,,2,,,,,,
21452,mind-flayer-arcanist,Свежеватель разума заклинатель,Mind Flayer Arcanist,lawful_evil,MEDIUM,,false,,16,,6,16,143,26,8,26,26к8+26,11,14,13,20,17,17,17,120,11,11,7200,,4,,,,,,
21453,mind-flayer,Свежеватель разума,Mind Flayer,lawful_evil,MEDIUM,,false,,15,,4,14,99,18,8,18,18к8+18,11,12,12,19,17,17,16,120,7,7,2900,,3,,,,,,
21454,minotaur-skeleton,Скелет минотавра,Minotaur Skeleton,lawful_evil,LARGE,,false,,12,,0,10,45,6,10,12,6к10+12,18,11,15,6,8,5,9,,2,2,450,,2,,,,,,
21455,minotaur-of-baphomet,Минотавр Бафомета,Minotaur of Baphomet,chaotic_evil,LARGE,,false,,14,,0,10,85,10,10,30,10к10+30,18,11,16,6,16,9,17,,3,3,700,,2,,,,,,
21456,modron-duodrone,Модрон дуодрон,Modron Duodrone,lawful_neutral,MEDIUM,,false,,15,,1,11,11,2,8,2,2к8+2,11,13,12,6,10,7,10,,1/4,0.25,50,,2,,,,,,
21457,modron-monodrone,Модрон монодрон,Modron Monodrone,lawful_neutral,MEDIUM,,false,,15,,2,12,5,1,8,1,1к8+1,10,14,12,4,10,5,10,,1/8,0.125,25,,2,,,,,,
21458,modron-pentadrone,Модрон пентадрон,Modron Pentadrone,lawful_neutral,LARGE,,false,,16,,2,12,32,5,10,5,5к10+5,15,14,12,10,10,13,14,,2,2,450,,2,,,,,,
21459,modron-quadrone,Модрон квадрон,Modron Quadrone,lawful_neutral,MEDIUM,,false,,16,,2,12,22,4,8,4,4к8+4,12,14,12,10,10,11,12,,1,1,200,,2,,,,,,
21460,modron-tridrone,Модрон тридрон,Modron Tridrone,lawful_neutral,MEDIUM,,false,,15,,1,11,16,3,8,3,3к8+3,12,13,12,9,10,9,10,,1/2,0.5,100,,2,,,,,,
21461,mud-mephit,Грязевой мефит,Mud Mephit,neutral_evil,SMALL,,false,,11,,1,11,13,3,6,3,3к6+3,8,12,12,9,11,7,10,,1/4,0.25,50,,2,,,,,,
21462,mule,Мул,Mule,unaligned,MEDIUM,,false,,10,,0,10,11,2,8,2,2к8+2,14,10,13,2,10,5,10,,1/8,0.125,25,,2,,,,,,
21463,mummy-lord,Мумия-владыка,Mummy Lord,lawful_evil,MEDIUM,SMALL,false,,17,,10,20,187,25,8,75,25к8+75,18,10,17,11,19,16,19,,15,15,13000,15000,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21464,mummy,Мумия,Mummy,lawful_evil,MEDIUM,SMALL,false,,11,,-1,9,58,9,8,18,9к8+18,16,8,15,6,12,12,11,,3,3,700,,2,,,,,,
21465,myconid-adult,Взрослый миконид,Myconid Adult,lawful_neutral,MEDIUM,,false,,12,,0,10,16,3,8,3,3к8+3,10,10,12,10,13,7,11,240,1/2,0.5,100,,2,,,,,,
21466,myconid-sovereign,Верховный миконид,Myconid Sovereign,lawful_neutral,LARGE,,false,,13,,0,10,45,6,10,12,6к10+12,12,10,14,13,15,10,12,240,2,2,450,,2,,,,,,
21467,myconid-spore-servant,Споровый слуга миконидов,Myconid Spore Servant,unaligned,MEDIUM,SMALL,false,,13,,1,11,37,5,8,15,5к8+15,16,12,16,2,6,1,8,30,1,1,200,,2,,,,,,
21468,myconid-sprout,Росток миконида,Myconid Sprout,lawful_neutral,SMALL,,false,,10,,0,10,3,1,6,0,1к6,8,10,10,8,11,5,10,240,0,0,10,,2,,,,,,
21469,nalfeshnee,Нальфешни,Nalfeshnee,chaotic_evil,LARGE,,false,,18,,5,15,184,16,10,96,16к10+96,21,10,22,19,12,15,11,120,13,13,10000,,5,,,,,,
21470,needle-blight,Игольчатая зараза,Needle Blight,neutral_evil,MEDIUM,,false,,12,,1,11,16,3,8,3,3к8+3,12,12,13,4,8,3,9,,1/4,0.25,50,,2,,,,,,
21471,night-hag,Ночная карга,Night Hag,neutral_evil,MEDIUM,,false,,17,,5,15,112,15,8,45,15к8+45,18,15,16,16,14,16,15,,5,5,1800,,3,,,,,,
21472,nightmare,Кошмар,Nightmare,neutral_evil,LARGE,,false,,13,,2,12,68,8,10,24,8к10+24,18,15,16,10,13,15,11,,3,3,700,,2,,,,,,
21473,noble-prodigy,Одарённый дворянин,Noble Prodigy,neutral,MEDIUM,SMALL,false,,16,,7,17,148,27,8,27,27к8+27,8,16,12,15,14,19,16,,10,10,5900,,4,,,,,,
21474,noble,Дворянин,Noble,neutral,MEDIUM,SMALL,false,,15,,1,11,9,2,8,0,2к8,11,12,11,12,14,16,12,,1/8,0.125,25,,2,,,,,,
21475,nothic,Нотик,Nothic,neutral_evil,MEDIUM,,false,,15,,3,13,45,6,8,18,6к8+18,14,16,16,13,10,8,14,,2,2,450,,2,,,,,,
21476,nycaloth,Никалот,Nycaloth,neutral_evil,LARGE,,false,,18,,4,14,152,16,10,64,16к10+64,20,11,19,12,10,15,14,60,9,9,5000,,4,,,,,,
21477,ochre-jelly,Золотистый студень,Ochre Jelly,unaligned,LARGE,,false,,8,,-2,8,52,7,10,14,7к10+14,15,6,14,2,6,1,8,,2,2,450,,2,,,,,,
21478,octopus,Осьминог,Octopus,unaligned,SMALL,,false,,12,,2,12,3,1,6,0,1к6,4,15,11,3,10,4,12,,0,0,10,,2,,,,,,
21479,ogre-zombie,Огр зомби,Ogre Zombie,neutral_evil,LARGE,,false,,8,,-2,8,85,9,10,36,9к10+36,19,6,18,3,6,5,8,,2,2,450,,2,,,,,,
21480,ogre,Огр,Ogre,chaotic_evil,LARGE,,false,,11,,-1,9,68,8,10,24,8к10+24,19,8,16,5,7,7,8,,2,2,450,,2,,,,,,
21481,ogrillon-ogre,Огриллон,Ogrillon Ogre,chaotic_evil,LARGE,,false,,12,,0,10,52,7,10,14,7к10+14,17,10,14,7,9,10,9,,1,1,200,,2,,,,,,
21482,oni,Они,Oni,lawful_evil,LARGE,,false,,17,,0,10,119,14,10,42,14к10+42,19,11,16,14,12,15,14,,7,7,2900,,3,,,,,,
21483,otyugh,Отъяг,Otyugh,neutral,LARGE,,false,,14,,0,10,104,11,10,44,11к10+44,16,11,19,6,13,6,11,120,5,5,1800,,3,,,,,,
21484,owl,Сова,Owl,unaligned,TINY,,false,,11,,1,11,1,1,4,-1,1к4-1,3,13,8,2,12,7,15,,0,0,10,,2,,,,,,
21485,owlbear,Совомедведь,Owlbear,unaligned,LARGE,,false,,13,,1,11,59,7,10,21,7к10+21,20,12,17,3,12,7,15,,3,3,700,,2,,,,,,
21486,panther,Пантера,Panther,unaligned,MEDIUM,,false,,13,,3,13,13,3,8,0,3к8,14,16,10,3,14,7,14,,1/4,0.25,50,,2,,,,,,
21487,pegasus,Пегас,Pegasus,chaotic_good,LARGE,,false,,12,,2,12,59,7,10,21,7к10+21,18,15,16,10,15,13,16,,2,2,450,,2,,,,,,
21488,performer-legend,Легендарный артист,Performer Legend,neutral,MEDIUM,SMALL,false,,20,,9,19,162,25,8,50,25к8+50,12,20,14,15,16,20,17,,10,10,5900,,4,,,,,,
21489,performer-maestro,Виртуозный артист,Performer Maestro,neutral,MEDIUM,SMALL,false,,18,,7,17,110,17,8,34,17к8+34,12,18,14,13,14,19,15,,6,6,2300,,3,,,,,,
21490,performer,Артист,Performer,neutral,MEDIUM,SMALL,false,,13,,3,13,27,5,8,5,5к8+5,12,16,12,13,14,16,12,,1/2,0.5,100,,2,,,,,,
21491,peryton,Перитон,Peryton,chaotic_evil,MEDIUM,,false,,13,,3,13,33,6,8,6,6к8+6,16,12,13,9,12,10,15,,2,2,450,,2,,,,,,
21492,phase-spider,Исчезающий паук,Phase Spider,unaligned,LARGE,,false,,14,,3,13,45,7,10,7,7к10+7,15,16,12,6,10,6,10,,3,3,700,,2,,,,,,
21493,piercer,Пронзатель,Piercer,unaligned,MEDIUM,,false,,15,,3,13,22,3,8,9,3к8+9,13,13,16,1,7,3,8,,1/2,0.5,100,,2,,,,,,
21494,piranha,Пиранья,Piranha,unaligned,TINY,,false,,13,,3,13,1,1,4,-1,1к4-1,2,16,9,1,7,2,8,,0,0,10,,2,,,,,,
21495,pirate-admiral,Адмирал пиратов,Pirate Admiral,neutral,MEDIUM,SMALL,false,,20,,10,20,182,28,8,56,28к8+56,14,22,14,12,14,19,16,,12,12,8400,,4,,,,,,
21496,pirate-captain,Капитан пиратов,Pirate Captain,neutral,MEDIUM,SMALL,false,,17,,7,17,84,13,8,26,13к8+26,10,18,14,10,14,17,15,,6,6,2300,,3,,,,,,
21497,pirate,Пират,Pirate,neutral,MEDIUM,SMALL,false,,14,,5,15,33,6,8,6,6к8+6,10,16,12,8,12,14,11,,1,1,200,,2,,,,,,
21498,pit-fiend,Исчадие преисподней,Pit Fiend,lawful_evil,LARGE,,false,,21,,14,24,337,27,10,189,27к10+189,26,14,24,22,18,24,20,120,20,20,25000,,6,,,,,,
21499,pixie-wonderbringer,Чудоносная пикси,Pixie Wonderbringer,neutral_good,TINY,,false,,15,,5,15,60,24,4,0,24к4,2,20,10,11,14,18,15,,5,5,1800,,3,,,,,,
21500,pixie,Пикси,Pixie,neutral_good,TINY,,false,,15,,5,15,9,6,4,-6,6к4-6,2,20,8,10,14,15,14,,1/4,0.25,50,,2,,,,,,
21501,planetar,Планетар,Planetar,lawful_good,LARGE,,false,,19,,10,20,262,21,10,147,21к10+147,24,20,24,19,22,25,21,120,16,16,15000,,5,,,,,,
21502,plesiosaurus,Плезиозавр,Plesiosaurus,unaligned,LARGE,,false,,13,,2,12,68,8,10,24,8к10+24,18,15,16,2,12,5,13,,2,2,450,,2,,,,,,
21503,polar-bear,Белый медведь,Polar Bear,unaligned,LARGE,,false,,12,,2,12,42,5,10,15,5к10+15,20,14,16,2,13,7,15,,2,2,450,,2,,,,,,
21504,poltergeist,Полтергейст,Poltergeist,chaotic_neutral,MEDIUM,SMALL,false,,12,,2,12,22,5,8,0,5к8,1,14,11,10,10,14,10,,2,2,450,,2,,,,,,
21505,pony,Пони,Pony,unaligned,MEDIUM,,false,,10,,0,10,11,2,8,2,2к8+2,15,10,13,2,11,7,10,,1/8,0.125,25,,2,,,,,,
21506,priest-acolyte,Послушник священника,Priest Acolyte,neutral,MEDIUM,SMALL,false,,13,,0,10,11,2,8,2,2к8+2,14,10,12,10,14,11,12,,1/4,0.25,50,,2,,,,,,
21507,priest,Священник,Priest,neutral,MEDIUM,SMALL,false,,13,,0,10,38,7,8,7,7к8+7,16,10,12,13,16,13,15,,2,2,450,,2,,,,,,
21508,primeval-owlbear,Первобытный совомедведь,Primeval Owlbear,unaligned,HUGE,,false,,16,,5,15,126,12,12,48,12к12+48,22,14,19,8,15,7,18,,7,7,2900,,3,,,,,,
21509,pseudodragon,Псевдодракон,Pseudodragon,neutral_good,TINY,,false,,14,,2,12,10,3,4,3,3к4+3,6,15,13,10,12,10,15,,1/4,0.25,50,,2,,,,,,
21510,psychic-gray-ooze,Психическая серая слизь,Psychic Gray Ooze,unaligned,MEDIUM,,false,,9,,-1,9,37,5,8,15,5к8+15,12,8,16,10,6,2,8,,1,1,200,,2,,,,,,
21511,pteranodon,Птеранодон,Pteranodon,unaligned,MEDIUM,,false,,13,,2,12,13,3,8,0,3к8,12,15,10,2,9,5,11,,1/4,0.25,50,,2,,,,,,
21512,purple-worm,Лиловый червь,Purple Worm,unaligned,GARGANTUAN,,false,,18,,3,13,247,15,20,90,15к20+90,28,7,22,1,8,4,9,,15,15,13000,,5,,,,,,
21513,quaggoth-thonot,Кваггот тонот,Quaggoth Thonot,chaotic_neutral,MEDIUM,,false,,15,,1,11,67,9,8,27,9к8+27,17,12,16,6,14,7,12,,3,3,700,,2,,,,,,
21514,quaggoth,Кваггот,Quaggoth,chaotic_neutral,MEDIUM,,false,,13,,1,11,45,6,8,18,6к8+18,17,12,16,6,12,7,11,,2,2,450,,2,,,,,,
21515,quasit,Квазит,Quasit,chaotic_evil,TINY,,false,,13,,3,13,25,10,4,0,10к4,5,17,10,7,10,10,10,,1,1,200,,2,,,,,,
21516,questing-knight,Странствующий рыцарь,Questing Knight,neutral,MEDIUM,SMALL,false,,18,,7,17,202,27,8,81,27к8+81,20,16,16,11,12,18,15,,12,12,8400,,4,,,,,,
21517,rakshasa,Ракшас,Rakshasa,lawful_evil,MEDIUM,,false,,17,,8,18,221,26,8,104,26к8+104,14,17,18,13,16,20,18,,13,13,10000,,5,,,,,,
21518,rat,Крыса,Rat,unaligned,TINY,,false,,10,,0,10,1,1,4,-1,1к4-1,2,11,9,2,10,4,12,,0,0,10,,2,,,,,,
21519,raven,Ворон,Raven,unaligned,TINY,,false,,12,,2,12,2,1,4,0,1к4,2,14,10,5,13,6,13,,0,0,10,,2,,,,,,
21520,red-dragon-wyrmling,Вирмлинг красного дракона,Red Dragon Wyrmling,chaotic_evil,MEDIUM,,false,,17,,2,12,75,10,8,30,10к8+30,19,10,17,12,11,15,14,,4,4,1100,,2,,,,,,
21521,red-slaad,Красный слаад,Red Slaad,chaotic_neutral,LARGE,,false,,14,,1,11,93,11,10,33,11к10+33,16,12,16,6,6,7,11,60,5,5,1800,,3,,,,,,
21522,reef-shark,Рифовая акула,Reef Shark,unaligned,MEDIUM,,false,,12,,2,12,22,4,8,4,4к8+4,14,15,13,1,10,4,12,,1/2,0.5,100,,2,,,,,,
21523,remorhaz,Ремораз,Remorhaz,unaligned,HUGE,,false,,17,,5,15,195,17,12,85,17к12+85,24,13,21,4,10,5,10,,11,11,7200,,4,,,,,,
21524,revenant,Ревенант,Revenant,neutral,MEDIUM,,false,,13,,2,12,127,15,8,60,15к8+60,18,14,18,13,16,18,13,,5,5,1800,,3,,,,,,
21525,rhinoceros,Носорог,Rhinoceros,unaligned,LARGE,,false,,13,,-1,9,45,6,10,12,6к10+12,21,8,15,2,12,6,11,,2,2,450,,2,,,,,,
21526,riding-horse,Ездовая лошадь,Riding Horse,unaligned,LARGE,,false,,11,,1,11,13,2,10,2,2к10+2,16,13,12,2,11,7,10,,1/4,0.25,50,,2,,,,,,
21527,roc,Рух,Roc,unaligned,GARGANTUAN,,false,,15,,8,18,248,16,20,80,16к20+80,28,10,20,3,10,9,18,,11,11,7200,,4,,,,,,
21528,roper,Верёвочник,Roper,neutral_evil,LARGE,,false,,20,,5,15,93,11,10,33,11к10+33,18,8,17,7,16,6,16,,5,5,1800,,3,,,,,,
21529,rust-monster,Ржавник,Rust Monster,unaligned,MEDIUM,,false,,14,,1,11,33,6,8,6,6к8+6,13,12,13,2,13,6,11,,1/2,0.5,100,,2,,,,,,
21530,saber-toothed-tiger,Саблезубый тигр,Saber-Toothed Tiger,unaligned,LARGE,,false,,13,,3,13,52,7,10,14,7к10+14,18,17,15,3,12,8,15,,2,2,450,,2,,,,,,
21531,sahuagin-baron,Барон сахуагинов,Sahuagin Baron,lawful_evil,LARGE,,false,,16,,5,15,76,9,10,27,9к10+27,19,15,16,14,13,17,17,,5,5,1800,,3,,,,,,
21532,sahuagin-priest,Сахуагин жрец,Sahuagin Priest,lawful_evil,MEDIUM,,false,,12,,0,10,38,7,8,7,7к8+7,13,11,12,12,14,13,16,,2,2,450,,2,,,,,,
21533,sahuagin-warrior,Сахуагин воин,Sahuagin Warrior,lawful_evil,MEDIUM,,false,,12,,0,10,22,4,8,4,4к8+4,13,11,12,12,13,9,15,,1/2,0.5,100,,2,,,,,,
21534,salamander-fire-snake,Саламандра огненная змея,Salamander Fire Snake,neutral_evil,MEDIUM,,false,,14,,2,12,27,6,8,0,6к8,12,14,11,7,10,8,10,,1,1,200,,2,,,,,,
21535,salamander-inferno-master,Инфернальная саламандра,Salamander Inferno Master,neutral_evil,LARGE,,false,,18,,8,18,256,27,10,108,27к10+108,24,16,18,14,10,20,10,,15,15,13000,,5,,,,,,
21536,salamander,Саламандра,Salamander,neutral_evil,LARGE,,false,,15,,2,12,90,12,10,24,12к10+24,18,14,15,11,10,12,10,,5,5,1800,,3,,,,,,
21537,satyr-revelmaster,Сатир заводила,Satyr Revelmaster,chaotic_neutral,MEDIUM,,false,,17,,7,17,82,15,8,15,15к8+15,12,18,12,12,14,17,15,,6,6,2300,,3,,,,,,
21538,satyr,Сатир,Satyr,chaotic_neutral,MEDIUM,,false,,13,,3,13,31,7,8,0,7к8,12,16,11,12,10,14,12,,1/2,0.5,100,,2,,,,,,
21539,scarecrow,Пугало,Scarecrow,chaotic_evil,MEDIUM,,false,,11,,3,13,27,6,8,0,6к8,11,13,11,10,10,13,10,,1,1,200,,2,,,,,,
21540,scorpion,Скорпион,Scorpion,unaligned,TINY,,false,,11,,0,10,1,1,4,-1,1к4-1,2,11,8,1,8,2,9,,0,0,10,,2,,,,,,
21541,scout-captain,Капитан разведчиков,Scout Captain,neutral,MEDIUM,SMALL,false,,15,,5,15,66,12,8,12,12к8+12,11,16,12,14,15,11,16,,3,3,700,,2,,,,,,
21542,scout,Разведчик,Scout,neutral,MEDIUM,SMALL,false,,13,,2,12,16,3,8,3,3к8+3,11,14,12,11,13,11,15,,1/2,0.5,100,,2,,,,,,
21543,sea-hag,Морская карга,Sea Hag,chaotic_evil,MEDIUM,,false,,14,,1,11,52,7,8,21,7к8+21,16,13,16,12,12,13,11,,2,2,450,,2,,,,,,
21544,seahorse,Морской конёк,Seahorse,unaligned,TINY,,false,,12,,1,11,1,1,4,-1,1к4-1,1,12,8,1,10,2,12,,0,0,0,,2,,,,,,
21545,shadow-demon,Теневой демон,Shadow Demon,chaotic_evil,MEDIUM,,false,,14,,3,13,66,12,8,12,12к8+12,1,17,12,14,13,14,11,120,4,4,1100,,2,,,,,,
21546,shadow-dragon,Теневой дракон,Shadow Dragon,chaotic_evil,LARGE,HUGE,false,,16,,14,24,189,18,12,72,18к12+72,21,19,18,14,12,18,21,,13,13,10000,11500,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21547,shadow,Тень,Shadow,chaotic_evil,MEDIUM,,false,,12,,2,12,27,5,8,5,5к8+5,6,14,13,6,10,8,10,,1/2,0.5,100,,2,,,,,,
